Source Account Number,Mellon Security ID,Security Description 1,Shares/Par,Base Market Value
NPSF30015002,83569C102,SONOVA HOLDING AG,"52,120.000","1,883,408.32"
NPSF10034002,835898107,SOTHEBY'S,"5,447.000","282,263.54"
NPSF30018002,84265VAG0,SOUTHERN COPPER CORP,"820,000.000","890,257.60"
LC1F10028002,843395104,SOUTHERN NATIONAL BANCORP OF V,"1,925.000","31,435.25"
NPSF10037002,843395104,SOUTHERN NATIONAL BANCORP OF V,"26,275.000","429,070.75"
NPSF10014002,84470P109,SOUTHSIDE BANCSHARES INC,0.827,29.28
LC1F10029002,844895102,SOUTHWEST GAS HOLDINGS INC,"1,428.000","117,652.92"
NPSF10019002,844895102,SOUTHWEST GAS HOLDINGS INC,"15,637.000","1,288,332.43"
NPSF10034002,844895102,SOUTHWEST GAS HOLDINGS INC,"6,924.000","570,468.36"
NPSF10034002,845467109,SOUTHWESTERN ENERGY CO,"41,421.000","229,886.55"
NPSF10033002,845467109,SOUTHWESTERN ENERGY CO,"39,810.000","220,945.50"
NPSF20012002,84756NAD1,SPECTRA ENERGY PARTNERS LP,"10,000.000","10,928.00"
NPSF20012002,84756NAH2,SPECTRA ENERGY PARTNERS LP,"60,000.000","59,716.20"
NPSF30018002,84762LAU9,SPECTRUM BRANDS INC,"40,000.000","42,487.20"
LC1F10028002,84863T106,SPOK HOLDINGS INC,"2,825.000","47,883.75"
NPSF10037002,84863T106,SPOK HOLDINGS INC,"38,700.000","655,965.00"
NPSF20011002,85172FAF6,SPRINGLEAF FINANCE CORP,"155,000.000","175,925.00"
NPSF20012002,85172LAA4,SPRINGLEAF FUNDING T AA A 144A,"560,000.000","563,175.20"
NPSF20011002,852060AD4,SPRINT CAPITAL CORP,"320,000.000","341,401.60"
NPSF20011002,852061AK6,SPRINT COMMUNICATIONS INC 144A,"450,000.000","477,562.50"
NPSF30018002,852061AQ3,SPRINT COMMUNICATIONS INC 144A,"60,000.000","65,100.00"
NPSF30018002,85207UAE5,SPRINT CORP,"360,000.000","392,400.00"
NPSF30018002,85207UAJ4,SPRINT CORP,"100,000.000","109,625.00"
NPSF10033002,85208M102,SPROUTS FARMERS MARKET INC,"11,431.000","211,359.19"
NPSF10034002,85208M102,SPROUTS FARMERS MARKET INC,"9,216.000","170,403.84"
NPSF20012002,85208NAA8,SPRINT SPECTRUM CO LLC / 144A,"400,000.000","405,800.00"
NPSF30018002,853254AN0,STANDARD CHARTERED PLC 144A,"500,000.000","591,410.00"
LC1F10029002,853666105,STANDARD MOTOR PRODUCTS INC,"1,018.000","44,456.06"
NPSF10019002,853666105,STANDARD MOTOR PRODUCTS INC,"10,227.000","446,613.09"
NPSF20011002,85375CBE0,CALATLANTIC GROUP INC,"375,000.000","417,423.75"
NPSF20011002,85571BAG0,STARWOOD PROPERTY TRUST INC,"1,025,000.000","1,073,687.50"
NPSF20012002,857477AS2,STATE STREET CORP,"140,000.000","142,520.00"
NPSF20012002,857477AW3,STATE STREET CORP,"60,000.000","58,637.40"
NPSF10033002,858119100,STEEL DYNAMICS INC,"13,963.000","519,563.23"
NPSF10034002,858119100,STEEL DYNAMICS INC,"23,169.000","862,118.49"
NPSF20011002,858119BC3,STEEL DYNAMICS INC,"345,000.000","354,056.25"
NPSF10034002,85917A100,STERLING BANCORP/DE,"32,537.000","815,051.85"
LC1F10028002,859241101,STERLING CONSTRUCTION CO INC,"5,200.000","92,820.00"
NPSF10037002,859241101,STERLING CONSTRUCTION CO INC,"71,400.000","1,274,490.00"
LC1F10029002,860630102,STIFEL FINANCIAL CORP,"2,249.000","119,264.47"
NPSF10033002,860630102,STIFEL FINANCIAL CORP,"12,116.000","642,511.48"
NPSF10019002,860630102,STIFEL FINANCIAL CORP,"24,552.000","1,301,992.56"
NPSF20015002,863579EK0,STRUCTURED ADJUSTABLE R 16 3A1,"321,133.890","319,534.64"
NPSF20015002,86358EUA2,STRUCTURED ASSET INVESTME 6 M1,"78,930.660","79,008.01"
NPSF20015002,86358EYT7,STRUCTURED ASSET INVESTM 10 A1,"832,283.720","827,564.67"
NPSF20012002,863667AN1,STRYKER CORP,"190,000.000","196,009.70"
NPSF20012002,86562MAE0,SUMITOMO MITSUI FINANCIAL GROU,"1,000,000.000","984,190.00"
NPSF30018002,86562MAE0,SUMITOMO MITSUI FINANCIAL GROU,"160,000.000","157,470.40"
LC1F10029002,866082100,SUMMIT HOTEL PROPERTIES INC,"5,146.000","81,358.26"
NPSF10019002,866082100,SUMMIT HOTEL PROPERTIES INC,"51,666.000","816,839.46"
LC1F10011002,86614U100,SUMMIT MATERIALS INC,"7,940.000","249,316.00"
NPSF10018002,86614U100,SUMMIT MATERIALS INC,"47,380.000","1,487,732.00"
NPSF20012002,86765BAL3,SUNOCO LOGISTICS PARTNERS OPER,"45,000.000","45,486.00"
LC1F10029002,86800U104,SUPER MICRO COMPUTER INC,"2,679.000","53,312.10"
NPSF10019002,86800U104,SUPER MICRO COMPUTER INC,"26,900.000","535,310.00"
NPSF10033002,868157108,SUPERIOR ENERGY SERVICES INC,"15,798.000","139,338.36"
NPSF10034002,868157108,SUPERIOR ENERGY SERVICES INC,"9,118.000","80,420.76"
NPSF10030002,868157108,SUPERIOR ENERGY SERVICES INC,"44,454.000","392,084.28"
NPSF10030002,868459108,SUPERNUS PHARMACEUTICALS INC,"17,522.000","728,915.20"
LC1F10028002,868873100,SURMODICS INC,950.000,"28,262.50"
NPSF10037002,868873100,SURMODICS INC,"13,050.000","388,237.50"
NPSF30015002,87155N109,SYMRISE AG,"96,630.000","1,880,226.54"
NPSF10033002,87157D109,SYNAPTICS INC,"5,911.000","219,416.32"
LC1F10029002,871607107,SYNOPSYS INC,"2,640.000","228,412.80"
NPSF10019002,871607107,SYNOPSYS INC,"28,822.000","2,493,679.44"
NPSF10033002,87161C501,SYNOVUS FINANCIAL CORP,"10,564.000","494,923.40"
NPSF10034002,87161C501,SYNOVUS FINANCIAL CORP,"9,012.000","422,212.20"
NPSF20012002,87161CAL9,SYNOVUS FINANCIAL CORP,"50,000.000","49,979.00"
NPSF10033002,87162W100,SYNNEX CORP,"5,172.000","697,599.36"
NPSF20012002,87164KAA2,SYNGENTA FINANCE NV,"100,000.000","97,684.00"
NPSF20012002,87165BAE3,SYNCHRONY FINANCIAL,"360,000.000","363,024.00"
NPSF20012002,87165BAJ2,SYNCHRONY FINANCIAL,"60,000.000","60,334.80"
NPSF20012002,87165LAK7,SYNCHRONY CREDIT CARD MAST 2 A,"605,000.000","605,205.70"
NPSF20012002,87165LBJ9,SYNCHRONY CREDIT CARD MAST 3 A,"360,000.000","357,678.00"
LC1F20010002,871829BB2,SYSCO CORP,"190,000.000","189,929.70"
NPSF30015002,87184P109,SYSMEX CORP,"78,710.000","2,677,241.94"
NPSF10033002,872275102,TCF FINANCIAL CORP,"30,450.000","554,799.00"
NPSF20011002,87264AAH8,T-MOBILE USA INC,"295,000.000","306,800.00"
NPSF10033002,87265H109,TRI POINTE GROUP INC,"26,667.000","471,739.23"
NPSF20011002,87265HAE9,TRI POINTE GROUP INC,"485,000.000","508,037.50"
NPSF20011002,87265HAF6,TRI POINTE GROUP INC,"475,000.000","485,687.50"
LC1F10029002,87305R109,TTM TECHNOLOGIES INC,"4,338.000","68,453.64"
NPSF10019002,87305R109,TTM TECHNOLOGIES INC,"43,553.000","687,266.34"
LC1F10011002,87336U105,TABLEAU SOFTWARE INC,"2,660.000","215,699.40"
NPSF10018002,87336U105,TABLEAU SOFTWARE INC,"15,900.000","1,289,331.00"
LC1F40020002,874039100,TAIWAN SEMICONDUCTOR MANUFACTU,"9,891.000","418,686.03"
NPSF30017002,874039100,TAIWAN SEMICONDUCTOR MANUFACTU,"115,883.000","4,905,327.39"
NPSF30015002,874039100,TAIWAN SEMICONDUCTOR MANUFACTU,"142,270.000","6,022,289.10"
NPSF10034002,874054109,TAKE-TWO INTERACTIVE SOFTWARE,"15,501.000","1,715,185.65"
LC1F40020002,874060205,TAKEDA PHARMACEUTICAL CO LTD,"16,058.000","451,872.12"
NPSF30017002,874060205,TAKEDA PHARMACEUTICAL CO LTD,"188,242.000","5,297,129.88"
NPSF20011002,87422VAB4,TALEN ENERGY SUPPLY LLC 144A,"345,000.000","355,350.00"
NPSF20011002,87470LAD3,TALLGRASS ENERGY PARTNERS 144A,"275,000.000","282,218.75"
NPSF10034002,875465106,TANGER FACTORY OUTLET CENTERS,"9,469.000","215,419.75"
NPSF10033002,875465106,TANGER FACTORY OUTLET CENTERS,"5,411.000","123,100.25"
NPSF10034002,876664103,TAUBMAN CENTERS INC,"4,851.000","229,064.22"
NPSF10033002,876664103,TAUBMAN CENTERS INC,"4,806.000","226,939.32"
NPSF30018002,877249AC6,TAYLOR MORRISON COMMUNITI 144A,"430,000.000","439,133.20"
NPSF20011002,877249AC6,TAYLOR MORRISON COMMUNITI 144A,"285,000.000","291,053.40"
NPSF30018002,878091BD8,TEACHERS INSURANCE & ANNU 144A,"440,000.000","499,804.80"
LC1F10029002,878237106,TECH DATA CORP,999.000,"92,677.23"
NPSF10019002,878237106,TECH DATA CORP,"10,034.000","930,854.18"
NPSF10033002,878237106,TECH DATA CORP,"6,155.000","570,999.35"
NPSF10033002,87901J105,TEGNA INC,"38,166.000","466,770.18"
NPSF10033002,879360105,TELEDYNE TECHNOLOGIES INC,"1,991.000","338,390.36"
NPSF10034002,879360105,TELEDYNE TECHNOLOGIES INC,"3,496.000","594,180.16"
LC1F10029002,879369106,TELEFLEX INC,226.000,"53,557.48"
NPSF10019002,879369106,TELEFLEX INC,"2,374.000","562,590.52"
NPSF10033002,879369106,TELEFLEX INC,"3,347.000","793,172.06"
NPSF10034002,879369106,TELEFLEX INC,"3,783.000","896,495.34"
NPSF20011002,879369AD8,TELEFLEX INC,"279,000.000","295,042.50"
LC1F40020002,879382208,TELEFONICA SA,"29,991.000","312,206.31"
NPSF30017002,879382208,TELEFONICA SA,"319,056.400","3,321,377.12"
NPSF10033002,879433829,TELEPHONE & DATA SYSTEMS INC,"16,179.000","471,617.85"
LC1F40020002,87960M205,TELIA CO AB,"40,646.000","376,260.02"
NPSF30017002,87960M205,TELIA CO AB,"478,832.000","4,432,547.82"
NPSF10033002,88023U101,TEMPUR SEALY INTERNATIONAL INC,"3,344.000","218,597.28"
NPSF10034002,88023U101,TEMPUR SEALY INTERNATIONAL INC,"3,932.000","257,034.84"
NPSF30015002,88031M109,TENARIS SA,"31,600.000","861,100.00"
NPSF10033002,88033G407,TENET HEALTHCARE CORP,"14,144.000","201,976.32"
LC1F10029002,880349105,TENNECO INC,"1,276.000","74,148.36"
NPSF10019002,880349105,TENNECO INC,"12,810.000","744,389.10"
NPSF20015002,880451AU3,TENNESSEE GAS PIPELINE CO LLC,"450,000.000","571,185.00"
NPSF10033002,88076W103,TERADATA CORP,"22,344.000","747,406.80"
LC1F10029002,880770102,TERADYNE INC,"3,832.000","164,354.48"
NPSF10033002,880770102,TERADYNE INC,"15,090.000","647,210.10"
NPSF10019002,880770102,TERADYNE INC,"41,845.000","1,794,732.05"
NPSF10034002,880770102,TERADYNE INC,"16,411.000","703,867.79"
NPSF10033002,880779103,TEREX CORP,"15,063.000","709,617.93"
LC1F10028002,88145X108,TERRITORIAL BANCORP INC,"1,600.000","50,544.00"
NPSF10037002,88145X108,TERRITORIAL BANCORP INC,"22,350.000","706,036.50"
LC1F40020002,881575302,TESCO PLC,"57,797.000","417,698.92"
NPSF30017002,881575302,TESCO PLC,"682,784.000","4,934,479.97"
NPSF20011002,88160QAD5,ANDEAVOR LOGISTICS LP / TESORO,"210,000.000","216,825.00"
NPSF20011002,88160QAN3,ANDEAVOR LOGISTICS LP / TESORO,"125,000.000","134,375.00"
NPSF30018002,88165FAG7,TEVA PHARMACEUTICAL FINANCE CO,"40,000.000","37,730.00"
NPSF20012002,88165FAG7,TEVA PHARMACEUTICAL FINANCE CO,"65,000.000","61,311.25"
NPSF30018002,88167AAC5,TEVA PHARMACEUTICAL FINANCE NE,"10,000.000","9,412.80"
NPSF20012002,88167AAE1,TEVA PHARMACEUTICAL FINANCE NE,"160,000.000","141,528.00"
NPSF30018002,88167AAE1,TEVA PHARMACEUTICAL FINANCE NE,"60,000.000","53,073.00"
NPSF10033002,88224Q107,TEXAS CAPITAL BANCSHARES INC,"2,966.000","255,224.30"
NPSF10030002,88224Q107,TEXAS CAPITAL BANCSHARES INC,"15,638.000","1,345,649.90"
NPSF10034002,88224Q107,TEXAS CAPITAL BANCSHARES INC,"4,761.000","409,684.05"
NPSF20015002,882587AZ1,TEXAS-NEW MEXICO POWER CO 144A,"130,000.000","179,329.80"
LC1F10029002,882681109,TEXAS ROADHOUSE INC,882.000,"44,108.82"
NPSF10019002,882681109,TEXAS ROADHOUSE INC,"9,281.000","464,142.81"
NPSF10034002,882681109,TEXAS ROADHOUSE INC,"9,507.000","475,445.07"
LC1F20010002,883203BT7,TEXTRON INC,"280,000.000","289,797.20"
NPSF10030002,88339J105,TRADE DESK INC/THE,"12,641.000","833,294.72"
NPSF20012002,883556BE1,THERMO FISHER SCIENTIFIC INC,"330,000.000","331,768.80"
NPSF20012002,883556BR2,THERMO FISHER SCIENTIFIC INC,"100,000.000","97,882.00"
LC1F20010002,883556BX9,THERMO FISHER SCIENTIFIC INC,"210,000.000","208,551.00"
NPSF10034002,885160101,THOR INDUSTRIES INC,"7,053.000","960,759.66"
NPSF10034002,88554D205,3D SYSTEMS CORP,"11,418.000","141,354.84"
NPSF10033002,88554D205,3D SYSTEMS CORP,"5,805.000","71,865.90"
NPSF20012002,887317BB0,TIME WARNER INC,"170,000.000","169,925.20"
NPSF30018002,88732JAN8,TIME WARNER CABLE LLC,"210,000.000","263,130.00"
NPSF30018002,88732JAX6,TIME WARNER CABLE LLC,"380,000.000","394,417.20"
NPSF30018002,88732JAY4,TIME WARNER CABLE LLC,"200,000.000","218,544.00"
NPSF20012002,88732JBA5,TIME WARNER CABLE LLC,"16,000.000","16,587.68"
NPSF10033002,887389104,TIMKEN CO/THE,"12,151.000","572,919.65"
LC1F40020002,889094108,TOKIO MARINE HOLDINGS INC,"9,857.000","421,150.18"
NPSF30017002,889094108,TOKIO MARINE HOLDINGS INC,"112,558.000","4,809,153.11"
NPSF10033002,889478103,TOLL BROTHERS INC,"26,970.000","1,241,698.80"
NPSF10033002,890516107,TOOTSIE ROLL INDUSTRIES INC,"1,118.000","39,800.80"
NPSF10034002,890516107,TOOTSIE ROLL INDUSTRIES INC,"1,940.860","69,094.62"
NPSF10030002,89055F103,TOPBUILD CORP,"14,076.000","928,875.24"
NPSF10034002,891092108,TORO CO/THE,"15,569.000","978,511.65"
NPSF30018002,893574AH6,TRANSCONTINENTAL GAS PIPE LINE,"210,000.000","270,965.10"
NPSF10033002,89469A104,TREEHOUSE FOODS INC,"10,143.000","673,292.34"
NPSF10030002,89531P105,TREX CO INC,"10,110.000","1,106,539.50"
NPSF20011002,89620JAC5,TRILOGY INTERNATIONAL PAR 144A,"415,000.000","431,600.00"
NPSF10034002,896239100,TRIMBLE INC,"23,833.000","974,293.04"
NPSF10033002,896239100,TRIMBLE INC,"15,676.000","640,834.88"
NPSF10030002,896288107,TRINET GROUP INC,"34,394.000","1,194,159.68"
NPSF20012002,89641UAA9,TRINITY ACQUISITION PLC,"10,000.000","10,687.40"
NPSF10033002,896522109,TRINITY INDUSTRIES INC,"26,835.000","872,674.20"
NPSF10030002,898202106,TRUPANION INC,"27,945.000","786,931.20"
NPSF10033002,898402102,TRUSTMARK CORP,"6,434.000","211,935.96"
NPSF10034002,898402102,TRUSTMARK CORP,"4,400.000","144,936.00"
NPSF20015002,898813AL4,TUCSON ELECTRIC POWER CO,"575,000.000","590,559.50"
NPSF10033002,899896104,TUPPERWARE BRANDS CORP,"5,197.000","305,323.75"
NPSF10034002,899896104,TUPPERWARE BRANDS CORP,"3,034.000","178,247.50"
NPSF30015002,900148701,TURKIYE GARANTI BANKASI AS,"479,350.000","1,316,774.45"
NPSF20012002,90131HAT2,21ST CENTURY FOX AMERICA INC,"50,000.000","61,561.00"
NPSF20015002,902055AA0,225 LIBERTY STREET 225L A 144A,"135,000.000","140,042.25"
NPSF10034002,902252105,TYLER TECHNOLOGIES INC,"5,003.000","886,981.87"
NPSF20015002,90261XHH8,UBS AG/STAMFORD CT,"270,000.000","270,299.70"
NPSF20012002,902674XF2,UBS AG/LONDON 144A,"200,000.000","200,168.00"
NPSF10033002,902681105,UGI CORP,"30,732.000","1,470,833.52"
NPSF30018002,90276CAE1,UBS COMMERCIAL MORTGAGE C2 A4,"260,000.000","268,613.80"
NPSF30018002,90276EAE7,UBS COMMERCIAL MORTGAGE C1 A4,"110,000.000","113,317.60"
NPSF10033002,902788108,UMB FINANCIAL CORP,"2,505.000","184,192.65"
NPSF10034002,902788108,UMB FINANCIAL CORP,"4,350.000","319,855.50"
NPSF20011002,90290MAB7,US FOODS INC 144A,"970,000.000","1,024,562.50"
NPSF30018002,903203BT3,UPC FINANCING 10/17 (USD) AR,"80,000.000","80,233.60"
NPSF20011002,90320LAG2,UPC HOLDING BV 144A,"475,000.000","472,625.00"
LC1F10029002,903293405,USG CORP,"3,561.000","122,249.13"
NPSF10019002,903293405,USG CORP,"36,417.000","1,250,195.61"
NPSF20011002,903293BD9,USG CORP 144A,"160,000.000","171,600.00"
NPSF20015002,90345WAD6,US AIRWAYS 2012-2 CLASS A PASS,"369,132.250","394,971.51"
NPSF20011002,90345WAE4,US AIRWAYS 2012-2 CLASS B PASS,"362,901.680","398,466.04"
NPSF10030002,90346E103,US SILICA HOLDINGS INC,"20,256.000","618,010.56"
NPSF10030002,90347A100,UBIQUITI NETWORKS INC,"10,894.000","677,388.92"
NPSF20012002,90351DAB3,UBS GROUP FUNDING SWITZER 144A,"200,000.000","210,938.00"
NPSF30018002,90352JAA1,UBS GROUP FUNDING SWITZER 144A,"540,000.000","553,456.80"
NPSF20012002,90352JAA1,UBS GROUP FUNDING SWITZER 144A,"200,000.000","204,984.00"
NPSF30018002,90352JAC7,UBS GROUP FUNDING SWITZER 144A,"340,000.000","358,237.60"
LC1F10011002,90385D107,ULTIMATE SOFTWARE GROUP INC/TH,555.000,"112,437.45"
NPSF10018002,90385D107,ULTIMATE SOFTWARE GROUP INC/TH,"3,305.000","669,559.95"
NPSF10034002,90385D107,ULTIMATE SOFTWARE GROUP INC/TH,"4,127.000","836,088.93"
LC1F10029002,904214103,UMPQUA HOLDINGS CORP,"5,890.000","120,509.40"
NPSF10033002,904214103,UMPQUA HOLDINGS CORP,"39,051.000","798,983.46"
NPSF10019002,904214103,UMPQUA HOLDINGS CORP,"59,138.000","1,209,963.48"
LC1F10029002,904708104,UNIFIRST CORP/MA,510.000,"80,325.00"
NPSF10019002,904708104,UNIFIRST CORP/MA,"5,124.000","807,030.00"
NPSF30015002,904767704,UNILEVER PLC,"46,940.000","2,659,151.00"
LC1F10026002,904784709,UNILEVER NV,"7,050.000","408,618.00"
NPSF10035002,904784709,UNILEVER NV,"37,600.000","2,179,296.00"
NPSF20011002,90932PAB4,UNITED AIRLINES 2014-1 CLASS B,"324,182.210","338,348.97"
LC1F10028002,909839102,UNITED COMMUNITY FINANCIAL COR,"6,750.000","62,302.50"
NPSF10037002,909839102,UNITED COMMUNITY FINANCIAL COR,"94,300.000","870,389.00"
NPSF10033002,909907107,UNITED BANKSHARES INC/WV,"10,358.000","372,370.10"
NPSF10034002,909907107,UNITED BANKSHARES INC/WV,"6,708.000","241,152.60"
LC1F10028002,910710102,UNITED INSURANCE HOLDINGS CORP,"3,200.000","50,368.00"
NPSF10037002,910710102,UNITED INSURANCE HOLDINGS CORP,"43,925.000","691,379.50"
NPSF20012002,91086QBG2,MEXICO GOVERNMENT INTERNATIONA,"293,000.000","305,306.00"
NPSF20012002,91087BAC4,MEXICO GOVERNMENT INTERNATIONA,"350,000.000","363,825.00"
NPSF30018002,91087BAD2,MEXICO GOVERNMENT INTERNATIONA,"300,000.000","293,550.00"
NPSF10033002,911163103,UNITED NATURAL FOODS INC,"8,920.000","345,828.40"
LC1F40020002,911271302,UNITED OVERSEAS BANK LTD,"11,280.000","407,681.76"
NPSF30017002,911271302,UNITED OVERSEAS BANK LTD,"131,427.000","4,750,034.63"
NPSF30018002,911365BD5,UNITED RENTALS NORTH AMERICA I,"90,000.000","96,581.70"
NPSF30018002,911365BF0,UNITED RENTALS NORTH AMERICA I,"130,000.000","139,100.00"
NPSF20012002,91159HHM5,US BANCORP,"60,000.000","59,767.80"
NPSF20012002,91159HHN3,US BANCORP,"200,000.000","190,104.00"
NPSF20012002,91159HHR4,US BANCORP,"200,000.000","200,790.00"
NPSF10034002,912796LB3,U S TREASURY BILL,"23,000.000","22,928.80"
NPSF10033002,912796LB3,U S TREASURY BILL,"15,000.000","14,921.07"
NPSF20012002,912810QE1,U S TREASURY BOND,"70,000.000","91,831.60"
NPSF30018002,912810QV3,US TREAS-CPI INFLAT,"249,883.500","241,789.77"
NPSF30018002,912810RD2,U S TREASURY BOND,"30,240,000.000","35,336,044.80"
NPSF30018002,912810RF7,US TREAS-CPI INFLAT,"1,200,830.399","1,326,713.45"
NPSF30018002,912810RK6,U S TREASURY BOND,"940,000.000","874,416.20"
NPSF30018002,912810RL4,US TREAS-CPI INFLAT,"52,126.000","49,833.50"
NPSF20012002,912810RU4,U S TREASURY BOND,"615,000.000","615,000.00"
NPSF20012002,912810RV2,U S TREASURY BOND,"1,115,000.000","1,142,919.60"
NPSF30018002,912810RV2,U S TREASURY BOND,"2,960,000.000","3,034,118.40"
NPSF20015002,912810RW0,US TREAS-CPI INFLAT,"1,858,059.000","1,834,090.04"
NPSF30018002,912810RX8,U S TREASURY BOND,"40,000.000","41,004.80"
NPSF20012002,912810RX8,U S TREASURY BOND,"295,000.000","302,410.40"
NPSF30018002,912810RY6,U S TREASURY BOND,"2,330,000.000","2,271,563.60"
NPSF20015002,912810RY6,U S TREASURY BOND,"8,270,000.000","8,062,588.40"
NPSF20012002,9128282K5,U S TREASURY NOTE,"1,655,000.000","1,649,240.60"
NPSF20015002,9128282L3,US TREAS-CPI INFLAT,"1,374,918.300","1,359,147.99"
NPSF30018002,9128282L3,US TREAS-CPI INFLAT,"3,743,390.700","3,700,454.01"
NPSF30018002,9128282N9,U S TREASURY NOTE,"860,000.000","855,330.20"
NPSF20012002,9128282Q2,U S TREASURY NOTE,"6,710,000.000","6,672,289.80"
NPSF20012002,9128282R0,U S TREASURY NOTE,"6,330,000.000","6,260,243.40"
NPSF20015002,9128282R0,U S TREASURY NOTE,"3,345,000.000","3,308,138.10"
NPSF20015002,9128282S8,U S TREASURY NOTE,"2,415,000.000","2,372,930.70"
NPSF20012002,9128282S8,U S TREASURY NOTE,"5,860,000.000","5,757,918.80"
NPSF30018002,9128282U3,U S TREASURY NOTE,"600,000.000","587,088.00"
NPSF20012002,9128282U3,U S TREASURY NOTE,"5,420,000.000","5,303,361.60"
NPSF20012002,9128282V1,U S TREASURY NOTE,"8,940,000.000","8,856,500.40"
NPSF20012002,9128282W9,U S TREASURY NOTE,"7,480,000.000","7,431,230.40"
NPSF20015002,9128282W9,U S TREASURY NOTE,"15,615,000.000","15,513,190.20"
NPSF20015002,9128282X7,U S TREASURY NOTE,"10,465,000.000","10,423,349.30"
NPSF30018002,9128282Y5,U S TREASURY NOTE,"2,680,000.000","2,663,035.60"
NPSF20012002,9128282Y5,U S TREASURY NOTE,"1,360,000.000","1,351,391.20"
NPSF20012002,9128282Z2,U S TREASURY NOTE,"20,500,000.000","20,444,035.00"
NPSF20012002,9128283C2,U S TREASURY NOTE,"1,315,000.000","1,314,224.15"
NPSF20015002,9128283C2,U S TREASURY NOTE,"12,370,000.000","12,362,701.70"
NPSF30018002,9128283D0,U S TREASURY NOTE,"730,000.000","730,970.90"
NPSF20012002,9128283D0,U S TREASURY NOTE,"1,545,000.000","1,547,054.85"
NPSF20012002,912828B66,U S TREASURY NOTE,"160,000.000","165,443.20"
NPSF20015002,912828F62,U S TREASURY NOTE,"16,100,000.000","16,069,249.00"
NPSF30018002,912828G38,U S TREASURY NOTE,"830,000.000","830,713.80"
LC1F20010002,912828H37,U S TREASURY NOTE,"400,000.000","399,740.00"
NPSF30018002,912828J27,U S TREASURY NOTE,"8,840,000.000","8,686,360.80"
NPSF30018002,912828M56,U S TREASURY NOTE,"6,960,000.000","6,932,786.40"
NPSF20015002,912828N55,U S TREASURY NOTE,"1,470,000.000","1,469,559.00"
LC1F20010002,912828NT3,U S TREASURY NOTE,"890,000.000","912,009.70"
LC1F20010002,912828P46,U S TREASURY NOTE,"1,630,000.000","1,544,620.60"
NPSF20015002,912828Q60,US TREAS-CPI INFLAT,"906,333.750","907,910.77"
NPSF20012002,912828R77,U S TREASURY NOTE,"3,105,000.000","3,055,382.10"
NPSF20015002,912828S50,US TREAS-CPI INFLAT,"1,336,541.850","1,298,784.54"
LC1F20010002,912828S76,U S TREASURY NOTE,"1,410,000.000","1,372,663.20"
LC1F20010002,912828SD3,U S TREASURY NOTE,"460,000.000","458,436.00"
NPSF20012002,912828ST8,U S TREASURY NOTE,"34,499,000.000","34,348,239.37"
NPSF20012002,912828TY6,U S TREASURY NOTE,"1,335,000.000","1,309,915.35"
NPSF20012002,912828U24,U S TREASURY NOTE,"2,405,000.000","2,335,663.85"
NPSF20012002,912828U81,U S TREASURY NOTE,"1,605,000.000","1,609,959.45"
LC1F20010002,912828UN8,U S TREASURY NOTE,"910,000.000","907,088.00"
NPSF20012002,912828V98,U S TREASURY NOTE,"1,715,000.000","1,698,450.25"
NPSF20012002,912828VV9,U S TREASURY NOTE,"1,400,000.000","1,415,526.00"
NPSF20012002,912828VZ0,U S TREASURY NOTE,"620,000.000","624,792.60"
LC1F20010002,912828W55,U S TREASURY NOTE,"590,000.000","588,294.90"
NPSF20012002,912828W63,U S TREASURY NOTE,"4,000,000.000","3,996,400.00"
NPSF20012002,912828W71,U S TREASURY NOTE,"2,155,000.000","2,147,263.55"
NPSF20012002,912828W89,U S TREASURY NOTE,"1,351,000.000","1,346,041.83"
NPSF20012002,912828W97,U S TREASURY NOTE,"2,480,000.000","2,470,228.80"
NPSF20012002,912828X21,U S TREASURY NOTE,"1,399,000.000","1,393,040.26"
NPSF20015002,912828X39,US TREAS-CPI INFLAT,"454,257.000","453,548.36"
NPSF20012002,912828X88,U S TREASURY NOTE,"3,800,000.000","3,801,786.00"
NPSF20012002,912828XT2,U S TREASURY NOTE,"15,225,000.000","15,040,016.25"
NPSF20012002,912828XV7,U S TREASURY NOTE,"7,350,000.000","7,311,853.50"
NPSF20012002,912828XW5,U S TREASURY NOTE,"16,800,000.000","16,622,088.00"
NPSF20012002,912828XX3,U S TREASURY NOTE,"2,070,000.000","2,043,793.80"
NPSF10034002,912909108,UNITED STATES STEEL CORP,"12,696.000","321,462.72"
NPSF10033002,912909108,UNITED STATES STEEL CORP,"15,395.000","389,801.40"
NPSF30018002,913017BT5,UNITED TECHNOLOGIES CORP,"70,000.000","76,230.70"
NPSF20015002,913017BZ1,UNITED TECHNOLOGIES CORP,"550,000.000","549,923.00"
NPSF20012002,913017BZ1,UNITED TECHNOLOGIES CORP,"463,000.000","462,935.18"
NPSF10034002,91307C102,UNITED THERAPEUTICS CORP,"4,425.000","524,760.75"
NPSF10033002,91307C102,UNITED THERAPEUTICS CORP,"2,294.000","272,045.46"
NPSF10014002,91324P102,UNITEDHEALTH GROUP INC,0.177,37.21
NPSF20012002,91324PCM2,UNITEDHEALTH GROUP INC,"51,000.000","51,945.03"
NPSF20012002,91324PCN0,UNITEDHEALTH GROUP INC,"170,000.000","176,777.90"
NPSF30018002,91324PCP5,UNITEDHEALTH GROUP INC,"160,000.000","169,504.00"
