account_number,acct_name,cusip,asset_name,shares,market_value
919988,WAMCO SMALL CAP,03938LAX2,ARCELORMITTAL LUXEMBOUR 6.5 25FEB22,30000,32213
919988,WAMCO SMALL CAP,040104CU3,ARGENT SECS INC 3.00969 25JAN34 FRN,4440000,681754
919988,WAMCO SMALL CAP,040114GX2,ARGENTINA REP 7.5 22APR26,150000,150602
919988,WAMCO SMALL CAP,040114HK9,ARGENTINA REP 5.625 26JAN22,730000,706275
919988,WAMCO SMALL CAP,040114HP8,ARGENTINA REP 4.625 11JAN23,160000,146688
919988,WAMCO SMALL CAP,040114HR4,ARGENTINA REP 6.875 11JAN48,80000,67488
919988,WAMCO SMALL CAP,05490TAG7,BBCCRE TR 20 4.5626 10AUG33 144A FR,460000,419933
919988,WAMCO SMALL CAP,05526DBA2,B A T CAP CORP 3.557 15AUG27 144A,570000,534654
919988,WAMCO SMALL CAP,05526DBE4,B A T CAP CORP 4.54 15AUG47 144A,240000,224750
919988,WAMCO SMALL CAP,055451AQ1,BHP BILLITON FIN USA 2.875 24FEB22,15000,14784
919988,WAMCO SMALL CAP,055451AX6,BHP BILLITON 6.75 19OCT75 144A FRN,220000,240075
919988,WAMCO SMALL CAP,05565EAL9,BMW US CAP LLC 1.85 15SEP21 144A,30000,28689
919988,WAMCO SMALL CAP,05565QCS5,BP CAP MKTS P L C 3.535 04NOV24,30000,29870
919988,WAMCO SMALL CAP,05565QDA3,BP CAP MKTS P L C 3.506 17MAR25,240000,237965
919988,WAMCO SMALL CAP,05565QDB1,BP CAP MKTS P L C 3.119 04MAY26,230000,219413
919988,WAMCO SMALL CAP,05565QDG0,BP CAP MKTS P L C 3.216 28NOV23,240000,235649
919988,WAMCO SMALL CAP,05581KAC5,BNP PARIBAS MEDI 4.625 13MAR27 144A,260000,256680
919988,WAMCO SMALL CAP,05964HAG0,BANCO SANTANDER SA 3.848 12APR23,200000,196476
919988,WAMCO SMALL CAP,05964HAJ4,BANCO SANTANDER SA 4.379 12APR28,200000,193298
919988,WAMCO SMALL CAP,06051GFC8,BANK AMER CORP 5.0 21JAN44,70000,75130
919988,WAMCO SMALL CAP,06051GFF1,BANK AMER CORP 4.0 01APR24,1370000,1384412
919988,WAMCO SMALL CAP,06051GFM6,BANK AMER CORP 4.0 22JAN25,280000,276254
919988,WAMCO SMALL CAP,06051GFU8,BANK AMER CORP 4.45 03MAR26,40000,40202
919988,WAMCO SMALL CAP,06051GFX2,BANK AMER CORP 3.5 19APR26,410000,395630
919988,WAMCO SMALL CAP,06051GGR4,BANK AMER CORP 3.593 21JUL28,300000,286431
919988,WAMCO SMALL CAP,06051GHD4,BANK AMER CORP 3.419 20DEC28 FRN,686000,645423
919988,WAMCO SMALL CAP,06051GHF9,BANK AMER CORP 3.55 05MAR24 FRN,240000,237334
919988,WAMCO SMALL CAP,06366HH91,BANK MONTREAL CHICAGO B 0.0 09AUG18,1340000,1334767
919988,WAMCO SMALL CAP,06538CFR7,BANK TOKYO MITSUBISHI U 0.0 25JUN18,2040000,2037693
919988,WAMCO SMALL CAP,06849RAG7,BARRICK NORTH AMER FIN 5.7 30MAY41,200000,221882
919988,WAMCO SMALL CAP,073685AD1,BEACON ROOFING S 4.875 01NOV25 144A,50000,46250
919988,WAMCO SMALL CAP,07384YCV6,BEAR STEARNS AS 2.59969 25DEC34 FRN,10760000,513880
919988,WAMCO SMALL CAP,075887BF5,BECTON DICKINSON + CO 3.734 15DEC24,56000,54626
919988,WAMCO SMALL CAP,075887BG3,BECTON DICKINSON + CO 4.685 15DEC44,40000,38417
919988,WAMCO SMALL CAP,075887BV0,BECTON DICKINSON + CO 3.363 06JUN24,270000,258830
919988,WAMCO SMALL CAP,08860HAA2,BHARTI AIRTEL LT 4.375 10JUN25 144A,200000,186680
919988,WAMCO SMALL CAP,105756BR0,BRAZIL FEDERATIVE REP 5.625 07JAN41,167000,148630
919988,WAMCO SMALL CAP,105756BR0,BRAZIL FEDERATIVE REP 5.625 07JAN41,663000,590070
919988,WAMCO SMALL CAP,10922NAF0,BRIGHTHOUSE FINL INC 4.7 22JUN47,230000,200056
919988,WAMCO SMALL CAP,11134LAH2,BROADCOM CORP / BROAD 3.875 15JAN27,10000,9489
919988,WAMCO SMALL CAP,11134LAP4,BROADCOM CORP / BROAD 3.125 15JAN25,120000,111216
919988,WAMCO SMALL CAP,12546DAA5,CHT 2017-COS 2.84871 15NOV36 144A F,430000,430810
919988,WAMCO SMALL CAP,12592GBJ1,COMM 2014-CCRE1 4.71508 10AUG47 FRN,260000,258086
919988,WAMCO SMALL CAP,12593GAE2,COMM 2015-PC1 MTG TR 3.62 10JUL50,160000,159950
919988,WAMCO SMALL CAP,12624PAF2,COMM 2012-CCRE3 1.88049 15OCT45 FRN,2420000,122166
919988,WAMCO SMALL CAP,12624XAP3,COMM 2013-CCRE6 3.397 10MAR46 144A,253000,245993
919988,WAMCO SMALL CAP,126281BD5,CSAIL 2015-C1 COM 3.791 15APR50 FRN,1040000,1040143
919988,WAMCO SMALL CAP,12630DAE4,COMM 2014-CC 4.57342 10FEB47 144A F,657000,621463
919988,WAMCO SMALL CAP,12634MAB6,CNOOC FIN 2015 U S A LL 3.5 05MAY25,470000,454871
919988,WAMCO SMALL CAP,12637UAG4,CSAIL 2016-C 4.3919 15NOV49 144A FR,370000,300778
919988,WAMCO SMALL CAP,12651GAA9,CSMC TR 2016 4.81871 15FEB29 144A F,430000,431755
919988,WAMCO SMALL CAP,12652UAU3,CSAIL 2018-CX11 4.0331 15APR51 FRN,260000,263500
919988,WAMCO SMALL CAP,12652XAA1,CSMC TR 2017-TI 3.6463 13NOV39 144A,260000,255036
919988,WAMCO SMALL CAP,126650CL2,CVS HEALTH CORP 3.875 20JUL25,89000,86998
919988,WAMCO SMALL CAP,126650CN8,CVS HEALTH CORP 5.125 20JUL45,260000,264724
919988,WAMCO SMALL CAP,126650CV0,CVS HEALTH CORP 3.7 09MAR23,560000,556808
919988,WAMCO SMALL CAP,126650CW8,CVS HEALTH CORP 4.1 25MAR25,150000,149600
919988,WAMCO SMALL CAP,126650CX6,CVS HEALTH CORP 4.3 25MAR28,940000,931108
919988,WAMCO SMALL CAP,126650CZ1,CVS HEALTH CORP 5.05 25MAR48,10000,10166
919988,WAMCO SMALL CAP,126650DC1,CVS HEALTH CORP 3.35 09MAR21,90000,89984
919988,WAMCO SMALL CAP,1266716C5,CWABS INC 2.45969 25OCT34 FRN,36940000,1462180
919988,WAMCO SMALL CAP,12668WAD9,CWABS ASSET-BACKED C 4.7359 25APR47,740000,554758
919988,WAMCO SMALL CAP,14149YBF4,CARDINAL HEALTH INC 2.616 15JUN22,80000,76597
919988,WAMCO SMALL CAP,14149YBH0,CARDINAL HEALTH INC 3.079 15JUN24,100000,94223
919988,WAMCO SMALL CAP,151020AS3,CELGENE CORP 3.875 15AUG25,200000,194914
919988,WAMCO SMALL CAP,151020AU8,CELGENE CORP 5.0 15AUG45,120000,118669
919988,WAMCO SMALL CAP,15135BAD3,CENTENE CORP DEL 4.75 15MAY22,150000,151920
919988,WAMCO SMALL CAP,15135BAF8,CENTENE CORP DEL 5.625 15FEB21,80000,82084
919988,WAMCO SMALL CAP,161175AX2,CHARTER COMMUNICATION 3.579 23JUL20,140000,140057
919988,WAMCO SMALL CAP,161175AZ7,CHARTER COMMUNICATION 6.384 23OCT35,30000,31757
919988,WAMCO SMALL CAP,161175BC7,CHARTER COMMUNICATION 6.834 23OCT55,20000,21736
919988,WAMCO SMALL CAP,161175BK9,CHARTER COMMUNICATIONS 4.2 15MAR28,140000,131144
919988,WAMCO SMALL CAP,161175BM5,CHARTER COMMUNICATION 5.375 01APR38,220000,211963
919988,WAMCO SMALL CAP,161175BN3,CHARTER COMMUNICATIONS 5.75 01APR48,10000,9672
919988,WAMCO SMALL CAP,16412XAG0,CHENIERE CORPUS CHRIS 5.125 30JUN27,90000,89550
919988,WAMCO SMALL CAP,165167CM7,CHESAPEAKE ENER 5.59769 15APR19 FRN,200000,199500
919988,WAMCO SMALL CAP,165167CN5,CHESAPEAKE ENERGY COR 4.875 15APR22,130000,126100
919988,WAMCO SMALL CAP,166764BL3,CHEVRON CORP NEW 2.954 16MAY26,200000,190768
919988,WAMCO SMALL CAP,168863BW7,CHILE REP 3.125 27MAR25,210000,204120
919988,WAMCO SMALL CAP,17252MAM2,CINTAS CORP NO 2 2.9 01APR22,110000,107635
919988,WAMCO SMALL CAP,17252MAN0,CINTAS CORP NO 2 3.7 01APR27,120000,117892
919988,WAMCO SMALL CAP,172967EW7,CITIGROUP INC 8.125 15JUL39,111000,158608
919988,WAMCO SMALL CAP,172967HB0,CITIGROUP INC 5.5 13SEP25,840000,893071
919988,WAMCO SMALL CAP,172967HS3,CITIGROUP INC 5.3 06MAY44,340000,355487
919988,WAMCO SMALL CAP,172967JC6,CITIGROUP INC 4.3 20NOV26,60000,59071
919988,WAMCO SMALL CAP,172967JM4,CITIGROUP INC 5.95 31DEC49,430000,432958
919988,WAMCO SMALL CAP,172967JT9,CITIGROUP INC 4.4 10JUN25,280000,279678
919988,WAMCO SMALL CAP,172967JU6,CITIGROUP INC 4.65 30JUL45,42000,42748
919988,WAMCO SMALL CAP,172967KA8,CITIGROUP INC 4.45 29SEP27,700000,691880
919988,WAMCO SMALL CAP,172967KR1,CITIGROUP INC 4.75 18MAY46,30000,29248
919988,WAMCO SMALL CAP,17320QAA7,CITIGROUP COML M 3.251 10MAY35 144A,250000,248195
919988,WAMCO SMALL CAP,17323CAG2,CITIGROUP COML 1.39372 10FEB48 FRN,3630000,247474
919988,WAMCO SMALL CAP,17323CAJ6,CITIGROUP COML MTG TR 3.571 10FEB48,330000,321264
919988,WAMCO SMALL CAP,17326FAD9,CITIGROUP COML MTG TR 3.471 12OCT50,660000,645347
919988,WAMCO SMALL CAP,193046AC3,COLD STORAGE 3.16871 15APR36 144A F,340000,341374
919988,WAMCO SMALL CAP,195325BR5,COLOMBIA REP 5.625 26FEB44,660000,696300
919988,WAMCO SMALL CAP,20030NCE9,COMCAST CORP NEW 3.999 01NOV49,262000,227571
919988,WAMCO SMALL CAP,2027A0JN0,COMMONWEALTH BK AU 3.9 12JUL47 144A,240000,223958
919988,WAMCO SMALL CAP,20826FAC0,CONOCOPHILLIPS CO 4.3 15NOV44,70000,71274
919988,WAMCO SMALL CAP,21036PAN8,CONSTELLATION BRANDS I 4.75 15NOV24,90000,93560
919988,WAMCO SMALL CAP,21684AAA4,COOPERATIEVE CENTRALE 4.625 01DEC23,250000,252608
919988,WAMCO SMALL CAP,21685WBT3,COOPERATIEVE CENTRALE R 4.5 11JAN21,350000,360826
919988,WAMCO SMALL CAP,21688AAD4,COOPERATIEVE CENTRALE 2.25 14JAN20,250000,246785
919988,WAMCO SMALL CAP,21H030666,GINNIE MAE II POOL 3.0 20JUN48 TBA,5600000,5459104
919988,WAMCO SMALL CAP,21H032662,GINNIE MAE II POOL 3.5 20JUN48 TBA,300000,300516
919988,WAMCO SMALL CAP,21H040665,GINNIE MAE II POOL 4.0 20JUN48 TBA,4500000,4608810
919988,WAMCO SMALL CAP,21H042661,GINNIE MAE II POOL 4.5 20JUN48 TBA,7220000,7508800
919988,WAMCO SMALL CAP,21H050664,GINNIE MAE II POOL 5.0 20JUN48 TBA,100000,105285
919988,WAMCO SMALL CAP,225433AF8,CREDIT SUISSE GROUP F 4.875 15MAY45,290000,288188
919988,WAMCO SMALL CAP,23636TAD2,DANONE 2.589 02NOV23 144A,460000,433352
919988,WAMCO SMALL CAP,25179MAL7,DEVON ENERGY CORP NEW 5.6 15JUL41,30000,33093
919988,WAMCO SMALL CAP,25179MAP8,DEVON ENERGY CORP NEW 3.25 15MAY22,80000,78672
919988,WAMCO SMALL CAP,25179MAU7,DEVON ENERGY CORP NEW 5.0 15JUN45,500000,517640
919988,WAMCO SMALL CAP,25179MAV5,DEVON ENERGY CORP NEW 5.85 15DEC25,140000,154655
919988,WAMCO SMALL CAP,25179MAV5,DEVON ENERGY CORP NEW 5.85 15DEC25,240000,265123
919988,WAMCO SMALL CAP,25245BAB3,DIAGEO INVT CORP 2.875 11MAY22,260000,255832
919988,WAMCO SMALL CAP,25272KAA1,DIAMOND 1 FIN COR 3.48 01JUN19 144A,430000,431836
919988,WAMCO SMALL CAP,25272KAD5,DIAMOND 1 FIN COR 4.42 15JUN21 144A,460000,468114
919988,WAMCO SMALL CAP,25272KAW3,DIAMOND 1 FIN CO 7.125 15JUN24 144A,170000,183600
919988,WAMCO SMALL CAP,26441CAY1,DUKE ENERGY CORP NEW 3.95 15AUG47,30000,27503
919988,WAMCO SMALL CAP,278062AC8,EATON CORP OHIO 2.75 02NOV22,290000,281349
919988,WAMCO SMALL CAP,279158AJ8,ECOPETROL S A 5.875 28MAY45,310000,296825
919988,WAMCO SMALL CAP,27927IAB9,ECUADOR GOVERNME 7.875 23JAN28 144A,200000,176740
919988,WAMCO SMALL CAP,29135LAC4,EMIRATE ABU DHABI 2.5 11OCT22 144A,350000,334751
919988,WAMCO SMALL CAP,29358QAG4,ENSCO INTL 8.0 31JAN24,84000,83160
919988,WAMCO SMALL CAP,29441WAC9,EQUATE PETROCHEMI 4.25 03NOV26 144A,200000,191750
919988,WAMCO SMALL CAP,30231GAT9,EXXON MOBIL CORP 3.043 01MAR26,170000,164543
919988,WAMCO SMALL CAP,30231GAW2,EXXON MOBIL CORP 4.114 01MAR46,60000,60697
919988,WAMCO SMALL CAP,3128MJ2D1,FEDERAL HOME LN G08771 4.0 01JUL47,400000,367851
919988,WAMCO SMALL CAP,3130ADN32,FEDERAL HOME LN BKS 2.125 11FEB20,120000,119273
919988,WAMCO SMALL CAP,3132H7D68,FEDERAL HOME L U99124 3.5 01MAR45,50000,34841
919988,WAMCO SMALL CAP,3132JBRF2,FEDERAL HOME LN Q19985 4.0 01JUL43,3200000,1694481
919988,WAMCO SMALL CAP,3132MAVM0,FEDERAL HOME LN Q29920 4.5 01NOV44,700000,417991
919988,WAMCO SMALL CAP,3132QWM48,FEDERAL HOME Q39378 4.5 01MAR46,68634,45077
919988,WAMCO SMALL CAP,3132WFWJ4,FEDERAL HOME LN Q42448 4.0 01JUN46,56315,47261
919988,WAMCO SMALL CAP,3132WHTR6,FEDERAL HOME LN Q44159 4.0 01NOV46,920348,915296
919988,WAMCO SMALL CAP,3132WJLF6,FEDERAL HOME L Q44825 4.0 01DEC46,332338,274145
919988,WAMCO SMALL CAP,3132WKFA1,FEDERAL HOME LN Q45560 3.0 01JAN47,300000,268757
919988,WAMCO SMALL CAP,3132WKLT3,FEDERAL HOME LN Q45737 3.0 01JAN47,700000,621560
919988,WAMCO SMALL CAP,3132WKPD4,FEDERAL HOME LN Q45819 3.0 01JAN47,200000,176918
919988,WAMCO SMALL CAP,3132WKPM4,FEDERAL HOME LN Q45827 3.0 01JAN47,100000,87302
919988,WAMCO SMALL CAP,3132WNCZ3,FEDERAL HOME LN Q48187 4.5 01MAY47,1018707,826531
919988,WAMCO SMALL CAP,3132WPLP0,FEDERAL HOME LN Q49333 4.5 01JUL47,502677,516645
919988,WAMCO SMALL CAP,3132WPUW5,FEDERAL HOME LN Q49596 4.5 01JUL47,47702,49267
919988,WAMCO SMALL CAP,313385C38,FEDERAL HOME LN BK CONS 0.0 17AUG18,340000,338684
919988,WAMCO SMALL CAP,313385D52,FEDERAL HOME LN BK CONS 0.0 27AUG18,430000,428108
919988,WAMCO SMALL CAP,313385YB6,FEDERAL HOME LN BK CONS 0.0 14JUN18,700000,699685
919988,WAMCO SMALL CAP,313385YC4,FEDERAL HOME LN BK CONS 0.0 15JUN18,1290000,1289342
919988,WAMCO SMALL CAP,313397ZM6,FEDERAL HOME LN MTG COR 0.0 18JUL18,620000,618605
919988,WAMCO SMALL CAP,31352DC24,FEDERAL HOME LN M 1.444 15FEB38 FRN,200000,4760
919988,WAMCO SMALL CAP,3136APB68,FEDERAL NATL MT 1.18171 25AUG55 FRN,100000,2482
919988,WAMCO SMALL CAP,3136APTN2,FEDERAL NATL MT 4.19031 25AUG45 FRN,2100000,291598
919988,WAMCO SMALL CAP,3136AT5G5,FEDERAL NATL MTG ASSN 2.944 25JUL39,270000,185484
919988,WAMCO SMALL CAP,3136AY6U2,FEDERAL NATL MT 3.13616 25NOV27 FRN,190000,183810
919988,WAMCO SMALL CAP,3136B0YM2,FEDERAL NATL MTG 2.9025 25JAN28 FRN,270000,257060
919988,WAMCO SMALL CAP,3137ARFB7,FEDERAL HOME LN MTG COR 3.5 15SEP31,5800000,234297
919988,WAMCO SMALL CAP,3137B1J94,FEDERAL HOME LN MTG COR 3.5 15APR43,1600000,132027
919988,WAMCO SMALL CAP,3137BF4Y4,FEDERAL HOME LN 1.35398 15APR41 FRN,500000,8987
919988,WAMCO SMALL CAP,3137FEBQ2,FEDERAL HOME LN MTG C 3.444 25DEC27,270000,268611
919988,WAMCO SMALL CAP,3137G0BV0,FEDERAL HOME LN 4.45969 25AUG24 FRN,1620000,297257
919988,WAMCO SMALL CAP,3137G0CG2,FEDERAL HOME LN 4.15969 25SEP24 FRN,1140000,988111
919988,WAMCO SMALL CAP,3137G0GW3,FEDERAL HOME LN 6.65969 25APR28 FRN,1610000,1928307
919988,WAMCO SMALL CAP,3137G0HW2,FEDERAL HOME LN 7.50969 25JUL28 FRN,1620000,1956068
919988,WAMCO SMALL CAP,3137G0JU4,STRUCTURED AGENCY CREDIT RISK DEBT,930000,1079029
919988,WAMCO SMALL CAP,3137G0MC0,FEDERAL HOME LN 3.15969 25JUL29 FRN,1240000,1152671
919988,WAMCO SMALL CAP,3137G0TH2,FEDERAL HOME LN 3.75969 25JUL30 FRN,1020000,1011995
919988,WAMCO SMALL CAP,3138A4EX9,FEDERAL NATL MTG AH2849 3.5 01JAN26,768665,128427
919988,WAMCO SMALL CAP,3138A8WD4,FEDERAL NATL MT AH6943 3.5 01FEB26,517900,109507
919988,WAMCO SMALL CAP,3138EKF42,FEDERAL NATL M AL2886 3.0 01DEC42,504000,273958
919988,WAMCO SMALL CAP,3138EKLE3,FEDERAL NATL M AL3024 3.5 01JAN43,1400000,859868
919988,WAMCO SMALL CAP,3138EPDJ0,FEDERAL NATL MT AL6404 4.5 01JAN45,500000,269230
919988,WAMCO SMALL CAP,3138LJLD0,FEDERAL NATL AN5723 2.94 01JUL27,300000,286824
919988,WAMCO SMALL CAP,3138LL5J0,FEDERAL NATION AN8048 3.08 01JAN28,100000,97066
919988,WAMCO SMALL CAP,3138LLQ57,FEDERAL NATION AN7675 2.84 01JAN28,500000,473330
919988,WAMCO SMALL CAP,3138MCE83,FEDERAL NATL MTG AP8258 3.0 01OCT42,203800,116796
919988,WAMCO SMALL CAP,3138MMN65,FEDERAL NATL MT AQ5812 3.5 01NOV42,433773,201496
919988,WAMCO SMALL CAP,3138W2Z73,FEDERAL NATL AR5265 3.0 01FEB43,177000,90490
919988,WAMCO SMALL CAP,3138WD4M0,FEDERAL NATL MTG AS4427 4.5 01FEB45,1200000,836571
919988,WAMCO SMALL CAP,3138WD4R9,FEDERAL NATL MTG AS4431 4.5 01FEB45,600000,451377
919988,WAMCO SMALL CAP,3138WDW98,FEDERAL NATL MTG AS4271 4.5 01JAN45,300000,202141
919988,WAMCO SMALL CAP,3138WDZU8,FEDERAL NATL MTG AS4354 4.5 01JAN45,1500000,949328
919988,WAMCO SMALL CAP,3138WGA61,FEDERAL NATL MT AS6328 3.5 01DEC45,2100000,1489744
919988,WAMCO SMALL CAP,3138WJJD1,FEDERAL NATL M AS8359 3.0 01NOV46,300000,252264
919988,WAMCO SMALL CAP,3138WJSM1,FEDERAL NATL M AS8623 3.0 01JAN47,200000,178876
919988,WAMCO SMALL CAP,3138WJWF1,FEDERAL NATL M AS8745 3.0 01FEB47,700000,627045
919988,WAMCO SMALL CAP,3138WKQF5,FEDERAL NATL MTG AS9453 4.0 01APR47,400000,367397
919988,WAMCO SMALL CAP,3138WKVH5,FEDERAL NATL MTG AS9615 4.5 01MAY47,500000,443176
919988,WAMCO SMALL CAP,3138WNC80,FEDERAL NATL M AT0994 3.5 01APR43,485745,263366
919988,WAMCO SMALL CAP,3138WQA36,FEDERAL NATL MTG AT2725 3.0 01MAY43,3070611,1772594
919988,WAMCO SMALL CAP,3138WQQ96,FEDERAL NATL MTG AT3179 3.0 01MAY43,2032914,1194506
919988,WAMCO SMALL CAP,3138WVPE5,FEDERAL NATL MTG AT7620 3.0 01JUN43,1014827,578135
919988,WAMCO SMALL CAP,3138X0Y69,FEDERAL NATL MT AU1632 3.0 01JUL43,5068705,3132149
919988,WAMCO SMALL CAP,31396LLQ1,FEDERAL NATL MT 4.79031 25NOV36 FRN,10700000,67194
919988,WAMCO SMALL CAP,31409VG49,FEDERAL NATL MTG 879619 5.5 01MAY21,1322143,27463
919988,WAMCO SMALL CAP,31409WXK2,FEDERAL NATL MTG 880982 5.5 01NOV21,1559964,16619
919988,WAMCO SMALL CAP,3140F9WR2,FEDERAL NATL BD2455 3.0 01JAN47,600000,532752
919988,WAMCO SMALL CAP,3140FXEP3,FEDERAL NATL BF0141 5.5 01SEP56,600000,545233
919988,WAMCO SMALL CAP,3140FXET5,FEDERAL NATL BF0145 3.5 01MAR57,1800000,1635453
919988,WAMCO SMALL CAP,3140J8KS1,FEDERAL NATL MOR BM3904 5.0 01MAY48,1700000,1800504
919988,WAMCO SMALL CAP,31410CJQ6,FEDERAL NATL MTG 885071 5.5 01MAY21,1923199,15642
919988,WAMCO SMALL CAP,31411FWX8,FEDERAL NATL MTG 907062 5.5 01AUG22,513354,8266
919988,WAMCO SMALL CAP,31411LV24,FEDERAL NATL MTG 911533 5.5 01JAN22,428799,2248
919988,WAMCO SMALL CAP,31412DVT2,FEDERAL NATL MTG 922326 5.5 01FEB22,1117307,23366
919988,WAMCO SMALL CAP,31412NLE4,FEDERAL NATL MTG 930125 4.5 01NOV23,74092,4361
919988,WAMCO SMALL CAP,31413LG60,FEDERAL NATL MTG 948521 5.5 01SEP22,1015032,60418
919988,WAMCO SMALL CAP,31413MF28,FEDERAL NAT MTG 949385 5.5 01AUG22,1557231,21008
919988,WAMCO SMALL CAP,31413NJD8,FEDERAL NATL MTG 950360 5.5 01SEP22,1254899,1299
919988,WAMCO SMALL CAP,31413QN95,FEDERALNATL MTG 952316 5.5 01OCT22,1114737,25541
919988,WAMCO SMALL CAP,31414D2X3,FEDERAL NATL MTG 963490 5.5 01JUN23,435754,23822
919988,WAMCO SMALL CAP,31415VXY6,FEDERAL NATL MTG 990895 5.5 01OCT23,495439,14058
919988,WAMCO SMALL CAP,31415WAV5,FEDERAL NATL MTG 991120 5.5 01DEC23,2152792,32534
919988,WAMCO SMALL CAP,31416CKN5,FEDERAL NATL MTG 995901 4.5 01JUL24,538366,30431
919988,WAMCO SMALL CAP,31416ML36,FEDERAL NATL MTG AA3945 4.0 01MAR35,1009264,89071
919988,WAMCO SMALL CAP,31417EZB0,FEDERAL NATL MTG AB7937 3.0 01FEB43,219610,118669
919988,WAMCO SMALL CAP,31417UCT0,FEDERAL NATL MTG AC7281 4.5 01NOV24,389886,32918
919988,WAMCO SMALL CAP,31417XAP4,FEDERAL NATL MTG AC9913 4.5 01JAN25,291679,31969
919988,WAMCO SMALL CAP,31417YKH9,FEDERAL NATL MTG MA0295 5.0 01JAN30,8600000,1182454
919988,WAMCO SMALL CAP,31417YNH6,FEDERAL NATL MTG MA0391 4.5 01APR25,280000,34392
919988,WAMCO SMALL CAP,31417YSJ7,FEDERAL NATL MTG MA0520 4.5 01AUG25,216598,32228
919988,WAMCO SMALL CAP,31417YU54,FEDERAL NATL MTG MA0603 4.5 01NOV25,329939,79265
919988,WAMCO SMALL CAP,31418TLN5,FEDERAL NATL MTG AD5732 4.5 01APR25,2614818,160287
919988,WAMCO SMALL CAP,31562QAC1,FIAT CHRYSLER AUTOMOBIL 4.5 15APR20,200000,201522
919988,WAMCO SMALL CAP,32008DAA4,FIRST DATA CORP NE 5.0 15JAN24 144A,187000,187234
919988,WAMCO SMALL CAP,32027NBX8,FIRST FRANKLIN 3.03201 25MAR33 FRN,30750000,524975
919988,WAMCO SMALL CAP,337932AC1,FIRSTENERGY CORP 7.375 15NOV31,850000,1108774
919988,WAMCO SMALL CAP,337932AF4,FIRSTENERGY CORP 4.25 15MAR23,310000,314690
919988,WAMCO SMALL CAP,337932AH0,FIRSTENERGY CORP 3.9 15JUL27,260000,253412
919988,WAMCO SMALL CAP,33851HAD5,FLAGSTAR MTG T 3.5 25APR48 144A FRN,1090000,1059811
919988,WAMCO SMALL CAP,345397WW9,FORD MTR CR CO LLC 3.664 08SEP24,410000,393264
919988,WAMCO SMALL CAP,345397XQ1,FORD MTR CR CO LLC 3.2 15JAN21,200000,198148
919988,WAMCO SMALL CAP,35671DBC8,FREEPORT-MCMORAN INC 5.45 15MAR43,80000,72201
919988,WAMCO SMALL CAP,35671DCB9,FREEPORT-MCMORAN INC 6.875 15FEB23,40000,42800
919988,WAMCO SMALL CAP,35802XAJ2,FRESENIUS MED CAR 4.75 15OCT24 144A,57000,58942
919988,WAMCO SMALL CAP,35802XAJ2,FRESENIUS MED CAR 4.75 15OCT24 144A,203000,209916
919988,WAMCO SMALL CAP,36179TE27,GNMA II GTD C MA4653 4.0 20AUG47,1400000,1287328
919988,WAMCO SMALL CAP,36179TLR4,GNMA II GTD C MA4836 3.0 20NOV47,2800000,2675891
919988,WAMCO SMALL CAP,36179TLS2,GNMA II GTD C MA4837 3.5 20NOV47,700000,687417
919988,WAMCO SMALL CAP,36179TXX8,GNMA II GTD C MA5194 5.0 20MAY48,100000,105449
919988,WAMCO SMALL CAP,36186CBY8,ALLY FINANCIAL INC 8.0 01NOV31,230000,277725
919988,WAMCO SMALL CAP,36228FWE2,GS MTG SECS COR 2.99969 25AUG33 FRN,10411100,1090645
919988,WAMCO SMALL CAP,36251FAY2,GS MTG SECS TR 1.12692 10FEB48 FRN,2920000,134658
919988,WAMCO SMALL CAP,36252CAA0,GS MTG SECS CORP 3.721 10FEB37 144A,250000,247912
919988,WAMCO SMALL CAP,36252HAK7,GS MTG SECS TR 20 4.299 10MAR50 FRN,250000,244737
919988,WAMCO SMALL CAP,36252RAG4,GS MTG SECS 4.94357 10JAN47 144A FR,820000,717519
919988,WAMCO SMALL CAP,36290TPH6,GNMA I + II - SI 617024 5.0 15MAR36,703790,60449
919988,WAMCO SMALL CAP,36292EF21,GNMA I + II - SI 646485 5.0 15APR36,181584,9734
919988,WAMCO SMALL CAP,36292LD43,GNMA I + II - SI 651823 5.0 15MAY36,268949,16699
919988,WAMCO SMALL CAP,36292LRY2,GNMA I + II - SI 652203 5.0 15MAR36,306583,12862
919988,WAMCO SMALL CAP,369604BH5,GENERAL ELEC CO 4.5 11MAR44,140000,134348
919988,WAMCO SMALL CAP,369622SM8,GENERAL ELEC CAP CORP 5.3 11FEB21,130000,135815
919988,WAMCO SMALL CAP,36962G3P7,GENERAL ELEC CAP CORP 5.875 14JAN38,30000,33941
919988,WAMCO SMALL CAP,36962G4B7,GENERAL ELEC CAP CORP 6.875 10JAN39,920000,1159218
919988,WAMCO SMALL CAP,36962G4J0,GENERAL ELEC CAP CORP M 5.5 08JAN20,20000,20766
919988,WAMCO SMALL CAP,37045VAF7,GENERAL MTRS CO 6.25 02OCT43,200000,212686
919988,WAMCO SMALL CAP,37045XAW6,GENERAL MTRS FINL CO I 3.45 10APR22,40000,39479
919988,WAMCO SMALL CAP,375558AW3,GILEAD SCIENCES INC 3.7 01APR24,160000,160205
919988,WAMCO SMALL CAP,375558BA0,GILEAD SCIENCES INC 4.5 01FEB45,30000,29728
919988,WAMCO SMALL CAP,375558BB8,GILEAD SCIENCES INC 2.55 01SEP20,40000,39622
